"id","kata_a","kata_b","jenis","penjelasan","penggunaan_a","penggunaan_b"
3516,sayang,mencintai,sinonim_satu_synset,'sayang' dan 'mencintai' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sayang' dalam kalimat.,Padanan kata 'sayang' adalah 'mencintai'.
3517,sayang,pengasih,sinonim_satu_synset,'sayang' dan 'pengasih' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sayang' dalam kalimat.,Padanan kata 'sayang' adalah 'pengasih'.
3518,sayarah,siarah,varian_baku_tidak_baku,'sayarah' dan 'siarah' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sayarah' dalam kalimat.,Padanan kata 'sayarah' adalah 'siarah'.
3519,sayat,sayet,varian_baku_tidak_baku,'sayat' dan 'sayet' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sayat' dalam kalimat.,Padanan kata 'sayat' adalah 'sayet'.
3520,sayu,menyedihkan,sinonim_satu_synset,'sayu' dan 'menyedihkan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sayu' dalam kalimat.,Padanan kata 'sayu' adalah 'menyedihkan'.
3521,sebentar,sesaat,sinonim_satu_synset,'sebentar' dan 'sesaat' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sebentar' dalam kalimat.,Padanan kata 'sebentar' adalah 'sesaat'.
3522,sebet,sebat,varian_baku_tidak_baku,'sebet' dan 'sebat' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sebet' dalam kalimat.,Padanan kata 'sebet' adalah 'sebat'.
3523,sebih,tasbih,varian_baku_tidak_baku,'sebih' dan 'tasbih' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sebih' dalam kalimat.,Padanan kata 'sebih' adalah 'tasbih'.
3524,sebik,cebik,varian_baku_tidak_baku,'sebik' dan 'cebik' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sebik' dalam kalimat.,Padanan kata 'sebik' adalah 'cebik'.
3525,sebut,mengucapkan,sinonim_satu_synset,'sebut' dan 'mengucapkan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sebut' dalam kalimat.,Padanan kata 'sebut' adalah 'mengucapkan'.
3526,seceng,ceceng,varian_baku_tidak_baku,'seceng' dan 'ceceng' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'seceng' dalam kalimat.,Padanan kata 'seceng' adalah 'ceceng'.
3527,secerek,sicerek,varian_baku_tidak_baku,'secerek' dan 'sicerek' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'secerek' dalam kalimat.,Padanan kata 'secerek' adalah 'sicerek'.
3528,sedah,sadah,varian_baku_tidak_baku,'sedah' dan 'sadah' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sedah' dalam kalimat.,Padanan kata 'sedah' adalah 'sadah'.
3529,sedakap,sedekap,varian_baku_tidak_baku,'sedakap' dan 'sedekap' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sedakap' dalam kalimat.,Padanan kata 'sedakap' adalah 'sedekap'.
3530,sedat,bingung,sinonim_satu_synset,'sedat' dan 'bingung' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sedat' dalam kalimat.,Padanan kata 'sedat' adalah 'bingung'.
3531,sedat,kacau,sinonim_satu_synset,'sedat' dan 'kacau' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sedat' dalam kalimat.,Padanan kata 'sedat' adalah 'kacau'.
3532,sedativa,sedatif,varian_baku_tidak_baku,'sedativa' dan 'sedatif' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sedativa' dalam kalimat.,Padanan kata 'sedativa' adalah 'sedatif'.
3533,sedawa,serdawa,varian_baku_tidak_baku,'sedawa' dan 'serdawa' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sedawa' dalam kalimat.,Padanan kata 'sedawa' adalah 'serdawa'.
3534,sedekala,sediakala,varian_baku_tidak_baku,'sedekala' dan 'sediakala' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sedekala' dalam kalimat.,Padanan kata 'sedekala' adalah 'sediakala'.
3535,sedeng,gila,sinonim_satu_synset,'sedeng' dan 'gila' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sedeng' dalam kalimat.,Padanan kata 'sedeng' adalah 'gila'.
3536,sederiah,sadariah,varian_baku_tidak_baku,'sederiah' dan 'sadariah' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sederiah' dalam kalimat.,Padanan kata 'sederiah' adalah 'sadariah'.
3537,sederum,serentak,sinonim_satu_synset,'sederum' dan 'serentak' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sederum' dalam kalimat.,Padanan kata 'sederum' adalah 'serentak'.
3538,sedia,bersedia,sinonim_satu_synset,'sedia' dan 'bersedia' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sedia' dalam kalimat.,Padanan kata 'sedia' adalah 'bersedia'.
3539,sedih,sedu,sinonim_satu_synset,'sedih' dan 'sedu' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sedih' dalam kalimat.,Padanan kata 'sedih' adalah 'sedu'.
3540,sedu,seduh,varian_baku_tidak_baku,'sedu' dan 'seduh' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sedu' dalam kalimat.,Padanan kata 'sedu' adalah 'seduh'.
3541,sedu,sahda,varian_baku_tidak_baku,'sedu' dan 'sahda' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sedu' dalam kalimat.,Padanan kata 'sedu' adalah 'sahda'.
3542,sedut,sedot,varian_baku_tidak_baku,'sedut' dan 'sedot' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sedut' dalam kalimat.,Padanan kata 'sedut' adalah 'sedot'.
3543,seg,sek,varian_baku_tidak_baku,'seg' dan 'sek' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'seg' dalam kalimat.,Padanan kata 'seg' adalah 'sek'.
3544,segan,enggan,sinonim_satu_synset,'segan' dan 'enggan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'segan' dalam kalimat.,Padanan kata 'segan' adalah 'enggan'.
3545,segar,menyegarkan,sinonim_satu_synset,'segar' dan 'menyegarkan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'segar' dalam kalimat.,Padanan kata 'segar' adalah 'menyegarkan'.
3546,segeh,kemas,sinonim_satu_synset,'segeh' dan 'kemas' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'segeh' dalam kalimat.,Padanan kata 'segeh' adalah 'kemas'.
3547,segenap,genap,sinonim_satu_synset,'segenap' dan 'genap' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'segenap' dalam kalimat.,Padanan kata 'segenap' adalah 'genap'.
3548,segregasi,pengasingan,sinonim_satu_synset,'segregasi' dan 'pengasingan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'segregasi' dalam kalimat.,Padanan kata 'segregasi' adalah 'pengasingan'.
3549,seh,syekh,varian_baku_tidak_baku,'seh' dan 'syekh' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'seh' dalam kalimat.,Padanan kata 'seh' adalah 'syekh'.
3550,sehaja,sahaja,varian_baku_tidak_baku,'sehaja' dan 'sahaja' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sehaja' dalam kalimat.,Padanan kata 'sehaja' adalah 'sahaja'.
3551,sejarah,riwayat,sinonim_satu_synset,'sejarah' dan 'riwayat' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sejarah' dalam kalimat.,Padanan kata 'sejarah' adalah 'riwayat'.
3552,sejuk,menyamankan,sinonim_satu_synset,'sejuk' dan 'menyamankan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sejuk' dalam kalimat.,Padanan kata 'sejuk' adalah 'menyamankan'.
3553,sekah,seka,varian_baku_tidak_baku,'sekah' dan 'seka' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sekah' dalam kalimat.,Padanan kata 'sekah' adalah 'seka'.
3554,sekah,serkah,varian_baku_tidak_baku,'sekah' dan 'serkah' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sekah' dalam kalimat.,Padanan kata 'sekah' adalah 'serkah'.
3555,sekaker,sekakar,varian_baku_tidak_baku,'sekaker' dan 'sekakar' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sekaker' dalam kalimat.,Padanan kata 'sekaker' adalah 'sekakar'.
3556,sekala,skala,varian_baku_tidak_baku,'sekala' dan 'skala' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sekala' dalam kalimat.,Padanan kata 'sekala' adalah 'skala'.
3557,sekering,sekring,varian_baku_tidak_baku,'sekering' dan 'sekring' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sekering' dalam kalimat.,Padanan kata 'sekering' adalah 'sekring'.
3558,sekedar,sekadar,varian_baku_tidak_baku,'sekedar' dan 'sekadar' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sekedar' dalam kalimat.,Padanan kata 'sekedar' adalah 'sekadar'.
3559,sekema,skema,varian_baku_tidak_baku,'sekema' dan 'skema' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sekema' dalam kalimat.,Padanan kata 'sekema' adalah 'skema'.
3560,sekh,syekh,varian_baku_tidak_baku,'sekh' dan 'syekh' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sekh' dalam kalimat.,Padanan kata 'sekh' adalah 'syekh'.
3561,sekin,sikin,varian_baku_tidak_baku,'sekin' dan 'sikin' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sekin' dalam kalimat.,Padanan kata 'sekin' adalah 'sikin'.
3562,sekolah,pelajaran,sinonim_satu_synset,'sekolah' dan 'pelajaran' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sekolah' dalam kalimat.,Padanan kata 'sekolah' adalah 'pelajaran'.
3563,sekonar,sekunar,varian_baku_tidak_baku,'sekonar' dan 'sekunar' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sekonar' dalam kalimat.,Padanan kata 'sekonar' adalah 'sekunar'.
3564,sekonyar,sekunar,varian_baku_tidak_baku,'sekonyar' dan 'sekunar' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sekonyar' dalam kalimat.,Padanan kata 'sekonyar' adalah 'sekunar'.
3565,sekonyong-konyong,tiba-tiba,sinonim_satu_synset,'sekonyong-konyong' dan 'tiba-tiba' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sekonyong-konyong' dalam kalimat.,Padanan kata 'sekonyong-konyong' adalah 'tiba-tiba'.
3566,sekors,skors,varian_baku_tidak_baku,'sekors' dan 'skors' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sekors' dalam kalimat.,Padanan kata 'sekors' adalah 'skors'.
3567,sekosol,sekesel,varian_baku_tidak_baku,'sekosol' dan 'sekesel' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sekosol' dalam kalimat.,Padanan kata 'sekosol' adalah 'sekesel'.
3568,sekotah,segenap,sinonim_satu_synset,'sekotah' dan 'segenap' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sekotah' dalam kalimat.,Padanan kata 'sekotah' adalah 'segenap'.
3569,seksama,saksama,sinonim_satu_synset,'seksama' dan 'saksama' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'seksama' dalam kalimat.,Padanan kata 'seksama' adalah 'saksama'.
3570,sekuik,naga,varian_baku_tidak_baku,'sekuik' dan 'naga' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sekuik' dalam kalimat.,Padanan kata 'sekuik' adalah 'naga'.
3571,sekutu,gabungan,sinonim_satu_synset,'sekutu' dan 'gabungan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'sekutu' dalam kalimat.,Padanan kata 'sekutu' adalah 'gabungan'.
3572,sela,sila,varian_baku_tidak_baku,'sela' dan 'sila' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sela' dalam kalimat.,Padanan kata 'sela' adalah 'sila'.
3573,selaber,selabar,varian_baku_tidak_baku,'selaber' dan 'selabar' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selaber' dalam kalimat.,Padanan kata 'selaber' adalah 'selabar'.
3574,selain,kecuali,sinonim_satu_synset,'selain' dan 'kecuali' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'selain' dalam kalimat.,Padanan kata 'selain' adalah 'kecuali'.
3575,selang,slang,varian_baku_tidak_baku,'selang' dan 'slang' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selang' dalam kalimat.,Padanan kata 'selang' adalah 'slang'.
3576,selampe,selampai,varian_baku_tidak_baku,'selampe' dan 'selampai' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selampe' dalam kalimat.,Padanan kata 'selampe' adalah 'selampai'.
3577,selampek,selampai,varian_baku_tidak_baku,'selampek' dan 'selampai' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selampek' dalam kalimat.,Padanan kata 'selampek' adalah 'selampai'.
3578,selampuri,selempuri,varian_baku_tidak_baku,'selampuri' dan 'selempuri' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selampuri' dalam kalimat.,Padanan kata 'selampuri' adalah 'selempuri'.
3579,selan,sailan,varian_baku_tidak_baku,'selan' dan 'sailan' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selan' dalam kalimat.,Padanan kata 'selan' adalah 'sailan'.
3580,selapa,selepa,varian_baku_tidak_baku,'selapa' dan 'selepa' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selapa' dalam kalimat.,Padanan kata 'selapa' adalah 'selepa'.
3581,selayut,selayun,varian_baku_tidak_baku,'selayut' dan 'selayun' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selayut' dalam kalimat.,Padanan kata 'selayut' adalah 'selayun'.
3582,sele,selai,varian_baku_tidak_baku,'sele' dan 'selai' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'sele' dalam kalimat.,Padanan kata 'sele' adalah 'selai'.
3583,selederi,seledri,varian_baku_tidak_baku,'selederi' dan 'seledri' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selederi' dalam kalimat.,Padanan kata 'selederi' adalah 'seledri'.
3584,seledup,seludup,varian_baku_tidak_baku,'seledup' dan 'seludup' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'seledup' dalam kalimat.,Padanan kata 'seledup' adalah 'seludup'.
3585,selekeh,noda,sinonim_satu_synset,'selekeh' dan 'noda' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'selekeh' dalam kalimat.,Padanan kata 'selekeh' adalah 'noda'.
3586,selekoh,liku,sinonim_satu_synset,'selekoh' dan 'liku' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'selekoh' dalam kalimat.,Padanan kata 'selekoh' adalah 'liku'.
3587,seleksi,pemilihan,sinonim_satu_synset,'seleksi' dan 'pemilihan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'seleksi' dalam kalimat.,Padanan kata 'seleksi' adalah 'pemilihan'.
3588,selembada,selempada,varian_baku_tidak_baku,'selembada' dan 'selempada' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selembada' dalam kalimat.,Padanan kata 'selembada' adalah 'selempada'.
3589,selempukau,silempukau,varian_baku_tidak_baku,'selempukau' dan 'silempukau' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selempukau' dalam kalimat.,Padanan kata 'selempukau' adalah 'silempukau'.
3590,selender,silinder,varian_baku_tidak_baku,'selender' dan 'silinder' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selender' dalam kalimat.,Padanan kata 'selender' adalah 'silinder'.
3591,selendro,slendro,varian_baku_tidak_baku,'selendro' dan 'slendro' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selendro' dalam kalimat.,Padanan kata 'selendro' adalah 'slendro'.
3592,selengat,selangat,varian_baku_tidak_baku,'selengat' dan 'selangat' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selengat' dalam kalimat.,Padanan kata 'selengat' adalah 'selangat'.
3593,seleo,keseleo,varian_baku_tidak_baku,'seleo' dan 'keseleo' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'seleo' dalam kalimat.,Padanan kata 'seleo' adalah 'keseleo'.
3594,selepang,selempang,varian_baku_tidak_baku,'selepang' dan 'selempang' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selepang' dalam kalimat.,Padanan kata 'selepang' adalah 'selempang'.
3595,selera,selira,varian_baku_tidak_baku,'selera' dan 'selira' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selera' dalam kalimat.,Padanan kata 'selera' adalah 'selira'.
3596,selesa,lega,sinonim_satu_synset,'selesa' dan 'lega' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'selesa' dalam kalimat.,Padanan kata 'selesa' adalah 'lega'.
3597,selesai,tamat,sinonim_satu_synset,'selesai' dan 'tamat' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'selesai' dalam kalimat.,Padanan kata 'selesai' adalah 'tamat'.
3598,selia,mengawasi,sinonim_satu_synset,'selia' dan 'mengawasi' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'selia' dalam kalimat.,Padanan kata 'selia' adalah 'mengawasi'.
3599,selidik,pengusutan,sinonim_satu_synset,'selidik' dan 'pengusutan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'selidik' dalam kalimat.,Padanan kata 'selidik' adalah 'pengusutan'.
3600,selimbu,selibu,varian_baku_tidak_baku,'selimbu' dan 'selibu' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selimbu' dalam kalimat.,Padanan kata 'selimbu' adalah 'selibu'.
3601,selimpang,selempang,varian_baku_tidak_baku,'selimpang' dan 'selempang' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selimpang' dalam kalimat.,Padanan kata 'selimpang' adalah 'selempang'.
3602,selindit,serindit,varian_baku_tidak_baku,'selindit' dan 'serindit' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selindit' dalam kalimat.,Padanan kata 'selindit' adalah 'serindit'.
3603,selingkuh,curang,sinonim_satu_synset,'selingkuh' dan 'curang' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'selingkuh' dalam kalimat.,Padanan kata 'selingkuh' adalah 'curang'.
3604,selingkuh,korup,sinonim_satu_synset,'selingkuh' dan 'korup' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'selingkuh' dalam kalimat.,Padanan kata 'selingkuh' adalah 'korup'.
3605,selipar,sandal,sinonim_satu_synset,'selipar' dan 'sandal' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'selipar' dalam kalimat.,Padanan kata 'selipar' adalah 'sandal'.
3606,selisih,pertikaian,sinonim_satu_synset,'selisih' dan 'pertikaian' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'selisih' dalam kalimat.,Padanan kata 'selisih' adalah 'pertikaian'.
3607,selit,menyisipkan,sinonim_satu_synset,'selit' dan 'menyisipkan' tervalidasi sebagai sinonim pada sekurang-kurangnya satu makna karena berada dalam synset WordNet Bahasa yang sama.,Contoh penggunaan kata 'selit' dalam kalimat.,Padanan kata 'selit' adalah 'menyisipkan'.
3608,seliu,keseleo,varian_baku_tidak_baku,'seliu' dan 'keseleo' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'seliu' dalam kalimat.,Padanan kata 'seliu' adalah 'keseleo'.
3609,selodang,seludang,varian_baku_tidak_baku,'selodang' dan 'seludang' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selodang' dalam kalimat.,Padanan kata 'selodang' adalah 'seludang'.
3610,selon,sailan,varian_baku_tidak_baku,'selon' dan 'sailan' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selon' dalam kalimat.,Padanan kata 'selon' adalah 'sailan'.
3611,selong,sailan,varian_baku_tidak_baku,'selong' dan 'sailan' tervalidasi sebagai pasangan bentuk baku–varian/tidak baku; hubungan ini bukan selalu sinonimi bebas dalam semua konteks.,Contoh penggunaan kata 'selong' dalam kalimat.,Padanan kata 'selong' adalah 'sailan'.
