id,kata_a,kata_b,jenis_oposisi,bidang,tingkat_keyakinan,penjelasan,penggunaan_a,penggunaan_b,catatan
415,eksternal,internal,gradabel/kontekstual,umum,menengah,Pasangan 'eksternal' dan 'internal' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'eksternal' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'internal' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
416,ekstrover,introver,gradabel/kontekstual,umum,menengah,Pasangan 'ekstrover' dan 'introver' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'ekstrover' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'introver' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
417,elastis,kaku,gradabel/kontekstual,umum,menengah,Pasangan 'elastis' dan 'kaku' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'elastis' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kaku' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
418,emosional,rasional,gradabel/kontekstual,umum,menengah,Pasangan 'emosional' dan 'rasional' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'emosional' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'rasional' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
419,empiris,teoretis,gradabel/kontekstual,umum,menengah,Pasangan 'empiris' dan 'teoretis' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'empiris' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'teoretis' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
420,enteng,berat,gradabel/kontekstual,umum,menengah,Pasangan 'enteng' dan 'berat' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'enteng' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'berat' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
421,formal,informal,gradabel/kontekstual,umum,menengah,Pasangan 'formal' dan 'informal' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'formal' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'informal' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
422,frontal,lateral,gradabel/kontekstual,umum,menengah,Pasangan 'frontal' dan 'lateral' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'frontal' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'lateral' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
423,global,parsial,gradabel/kontekstual,umum,menengah,Pasangan 'global' dan 'parsial' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'global' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'parsial' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
424,horizontal,vertikal,gradabel/kontekstual,umum,menengah,Pasangan 'horizontal' dan 'vertikal' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'horizontal' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'vertikal' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
425,ideal,nyata,gradabel/kontekstual,umum,menengah,Pasangan 'ideal' dan 'nyata' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'ideal' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'nyata' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
426,identik,berbeda,gradabel/kontekstual,umum,menengah,Pasangan 'identik' dan 'berbeda' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'identik' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'berbeda' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
427,ilegal,legal,komplementer,hukum,tinggi,Pasangan 'ilegal' dan 'legal' memiliki hubungan pertentangan makna dalam konteks hukum.,Contoh: penggunaan kata 'ilegal' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'legal' disesuaikan dengan konteks kalimat.,Hubungan pertentangan makna relatif langsung.
428,inklusif,eksklusif,gradabel/kontekstual,umum,menengah,Pasangan 'inklusif' dan 'eksklusif' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'inklusif' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'eksklusif' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
429,input,output,relasional,teknologi,menengah,Pasangan 'input' dan 'output' memiliki hubungan pertentangan makna dalam konteks teknologi.,Contoh: penggunaan kata 'input' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'output' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
430,insentif,disinsentif,gradabel/kontekstual,umum,menengah,Pasangan 'insentif' dan 'disinsentif' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'insentif' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'disinsentif' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
431,intensif,ekstensif,gradabel/kontekstual,umum,menengah,Pasangan 'intensif' dan 'ekstensif' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'intensif' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'ekstensif' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
432,jinak,liar,gradabel/kontekstual,umum,menengah,Pasangan 'jinak' dan 'liar' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'jinak' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'liar' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
433,kapital,nonkapital,gradabel/kontekstual,umum,menengah,Pasangan 'kapital' dan 'nonkapital' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kapital' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'nonkapital' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
434,kasar,lembut,gradabel/kontekstual,umum,menengah,Pasangan 'kasar' dan 'lembut' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kasar' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'lembut' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
435,kencang,kendur,gradabel/kontekstual,umum,menengah,Pasangan 'kencang' dan 'kendur' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kencang' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kendur' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
436,kental,encer,gradabel/kontekstual,umum,menengah,Pasangan 'kental' dan 'encer' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kental' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'encer' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
437,kering,lembap,gradabel/kontekstual,umum,menengah,Pasangan 'kering' dan 'lembap' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kering' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'lembap' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
438,kompleks,sederhana,gradabel/kontekstual,umum,menengah,Pasangan 'kompleks' dan 'sederhana' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kompleks' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'sederhana' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
439,konservatif,progresif,gradabel/kontekstual,umum,menengah,Pasangan 'konservatif' dan 'progresif' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'konservatif' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'progresif' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
440,konstan,berubah,gradabel/kontekstual,umum,menengah,Pasangan 'konstan' dan 'berubah' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'konstan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'berubah' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
441,konstruktif,destruktif,gradabel/kontekstual,umum,menengah,Pasangan 'konstruktif' dan 'destruktif' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'konstruktif' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'destruktif' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
442,kontan,kredit,relasional,ekonomi,menengah,Pasangan 'kontan' dan 'kredit' memiliki hubungan pertentangan makna dalam konteks ekonomi.,Contoh: penggunaan kata 'kontan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kredit' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
443,konvergen,divergen,gradabel/kontekstual,umum,menengah,Pasangan 'konvergen' dan 'divergen' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'konvergen' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'divergen' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
444,korup,bersih,gradabel/kontekstual,umum,menengah,Pasangan 'korup' dan 'bersih' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'korup' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'bersih' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
445,kritis,pasif,gradabel/kontekstual,umum,menengah,Pasangan 'kritis' dan 'pasif' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'kritis' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'pasif' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
446,legal,melanggar hukum,komplementer,hukum,tinggi,Pasangan 'legal' dan 'melanggar hukum' memiliki hubungan pertentangan makna dalam konteks hukum.,Contoh: penggunaan kata 'legal' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'melanggar hukum' disesuaikan dengan konteks kalimat.,Hubungan pertentangan makna relatif langsung.
447,lena,waspada,gradabel/kontekstual,umum,menengah,Pasangan 'lena' dan 'waspada' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'lena' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'waspada' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
448,lengkap,kurang lengkap,gradabel/kontekstual,umum,menengah,Pasangan 'lengkap' dan 'kurang lengkap' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'lengkap' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kurang lengkap' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
449,lentur,kaku,gradabel/kontekstual,umum,menengah,Pasangan 'lentur' dan 'kaku' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'lentur' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kaku' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
450,liberal,restriktif,gradabel/kontekstual,umum,menengah,Pasangan 'liberal' dan 'restriktif' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'liberal' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'restriktif' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
451,lisan,tertulis,gradabel/kontekstual,umum,menengah,Pasangan 'lisan' dan 'tertulis' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'lisan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tertulis' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
452,logis,tidak logis,gradabel/kontekstual,umum,menengah,Pasangan 'logis' dan 'tidak logis' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'logis' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tidak logis' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
453,makro,mikro,gradabel/kontekstual,umum,menengah,Pasangan 'makro' dan 'mikro' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'makro' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'mikro' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
454,maksimal,minimal,gradabel/kontekstual,umum,menengah,Pasangan 'maksimal' dan 'minimal' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'maksimal' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'minimal' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
455,mayor,minor,gradabel/kontekstual,umum,menengah,Pasangan 'mayor' dan 'minor' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'mayor' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'minor' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
456,mayoritas,minoritas,gradabel/kontekstual,sosial dan politik,menengah,Pasangan 'mayoritas' dan 'minoritas' memiliki hubungan pertentangan makna dalam konteks sosial dan politik.,Contoh: penggunaan kata 'mayoritas' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'minoritas' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
457,membeli,menjual,gradabel/kontekstual,umum,menengah,Pasangan 'membeli' dan 'menjual' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'membeli' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'menjual' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
458,menerima,menolak,gradabel/kontekstual,umum,menengah,Pasangan 'menerima' dan 'menolak' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'menerima' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'menolak' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
459,mengaktifkan,menonaktifkan,reversif,teknologi,tinggi,Pasangan 'mengaktifkan' dan 'menonaktifkan' memiliki hubungan pertentangan makna dalam konteks teknologi.,Contoh: penggunaan kata 'mengaktifkan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'menonaktifkan' disesuaikan dengan konteks kalimat.,Hubungan pertentangan makna relatif langsung.
460,mengangkat,menurunkan,reversif,umum,tinggi,Pasangan 'mengangkat' dan 'menurunkan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'mengangkat' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'menurunkan' disesuaikan dengan konteks kalimat.,Hubungan pertentangan makna relatif langsung.
461,mengawali,mengakhiri,gradabel/kontekstual,umum,menengah,Pasangan 'mengawali' dan 'mengakhiri' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'mengawali' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'mengakhiri' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
462,membangun,merobohkan,gradabel/kontekstual,umum,menengah,Pasangan 'membangun' dan 'merobohkan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'membangun' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'merobohkan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
463,membuka,menutup,reversif,umum,tinggi,Pasangan 'membuka' dan 'menutup' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'membuka' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'menutup' disesuaikan dengan konteks kalimat.,Hubungan pertentangan makna relatif langsung.
464,mempercepat,memperlambat,gradabel/kontekstual,umum,menengah,Pasangan 'mempercepat' dan 'memperlambat' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'mempercepat' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'memperlambat' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
465,memperluas,mempersempit,gradabel/kontekstual,umum,menengah,Pasangan 'memperluas' dan 'mempersempit' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'memperluas' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'mempersempit' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
466,memperkuat,memperlemah,gradabel/kontekstual,umum,menengah,Pasangan 'memperkuat' dan 'memperlemah' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'memperkuat' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'memperlemah' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
467,menaati,melanggar,gradabel/kontekstual,umum,menengah,Pasangan 'menaati' dan 'melanggar' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'menaati' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'melanggar' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
468,mencatat,menghapus,gradabel/kontekstual,umum,menengah,Pasangan 'mencatat' dan 'menghapus' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'mencatat' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'menghapus' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
469,mendekat,menjauh,direksional/reversif,umum,tinggi,Pasangan 'mendekat' dan 'menjauh' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'mendekat' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'menjauh' disesuaikan dengan konteks kalimat.,Hubungan pertentangan makna relatif langsung.
470,meningkat,menurun,reversif,umum,tinggi,Pasangan 'meningkat' dan 'menurun' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'meningkat' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'menurun' disesuaikan dengan konteks kalimat.,Hubungan pertentangan makna relatif langsung.
471,menyambung,memutus,reversif,umum,tinggi,Pasangan 'menyambung' dan 'memutus' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'menyambung' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'memutus' disesuaikan dengan konteks kalimat.,Hubungan pertentangan makna relatif langsung.
472,menyetujui,menentang,gradabel/kontekstual,umum,menengah,Pasangan 'menyetujui' dan 'menentang' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'menyetujui' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'menentang' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
473,merdeka,terjajah,gradabel/kontekstual,umum,menengah,Pasangan 'merdeka' dan 'terjajah' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'merdeka' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'terjajah' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
474,meriah,suram,gradabel/kontekstual,umum,menengah,Pasangan 'meriah' dan 'suram' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'meriah' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'suram' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
475,merugikan,menguntungkan,gradabel/kontekstual,umum,menengah,Pasangan 'merugikan' dan 'menguntungkan' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'merugikan' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'menguntungkan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
476,netral,memihak,gradabel/kontekstual,umum,menengah,Pasangan 'netral' dan 'memihak' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'netral' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'memihak' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
477,optimistis,pesimistis,gradabel/kontekstual,umum,menengah,Pasangan 'optimistis' dan 'pesimistis' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'optimistis' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'pesimistis' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
478,organik,anorganik,gradabel/kontekstual,umum,menengah,Pasangan 'organik' dan 'anorganik' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'organik' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'anorganik' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
479,padat,renggang,gradabel/kontekstual,umum,menengah,Pasangan 'padat' dan 'renggang' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'padat' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'renggang' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
480,patuh,membangkang,gradabel/kontekstual,umum,menengah,Pasangan 'patuh' dan 'membangkang' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'patuh' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'membangkang' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
481,peduli,acuh,gradabel/kontekstual,umum,menengah,Pasangan 'peduli' dan 'acuh' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'peduli' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'acuh' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
482,permanen,sementara,gradabel/kontekstual,umum,menengah,Pasangan 'permanen' dan 'sementara' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'permanen' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'sementara' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
483,produktif,konsumtif,gradabel/kontekstual,umum,menengah,Pasangan 'produktif' dan 'konsumtif' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'produktif' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'konsumtif' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
484,pro,kontra,gradabel/kontekstual,umum,menengah,Pasangan 'pro' dan 'kontra' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'pro' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'kontra' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
485,proaktif,reaktif,gradabel/kontekstual,teknologi,menengah,Pasangan 'proaktif' dan 'reaktif' memiliki hubungan pertentangan makna dalam konteks teknologi.,Contoh: penggunaan kata 'proaktif' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'reaktif' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
486,publik,privat,gradabel/kontekstual,sosial dan politik,menengah,Pasangan 'publik' dan 'privat' memiliki hubungan pertentangan makna dalam konteks sosial dan politik.,Contoh: penggunaan kata 'publik' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'privat' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
487,rasional,irasional,gradabel/kontekstual,umum,menengah,Pasangan 'rasional' dan 'irasional' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'rasional' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'irasional' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
488,resmi,tidak resmi,gradabel/kontekstual,umum,menengah,Pasangan 'resmi' dan 'tidak resmi' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'resmi' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'tidak resmi' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
489,riil,semu,gradabel/kontekstual,umum,menengah,Pasangan 'riil' dan 'semu' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'riil' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'semu' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
490,rumit,sederhana,gradabel/kontekstual,umum,menengah,Pasangan 'rumit' dan 'sederhana' memiliki hubungan pertentangan makna dalam konteks umum.,Contoh: penggunaan kata 'rumit' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'sederhana' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
491,sadar,pingsan,gradabel/kontekstual,kesehatan,menengah,Pasangan 'sadar' dan 'pingsan' memiliki hubungan pertentangan makna dalam konteks kesehatan.,Contoh: penggunaan kata 'sadar' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'pingsan' disesuaikan dengan konteks kalimat.,Makna berlawanan dapat bergantung pada konteks dan ranah pemakaian.
492,sah,batal,komplementer,hukum,tinggi,Pasangan 'sah' dan 'batal' memiliki hubungan pertentangan makna dalam konteks hukum.,Contoh: penggunaan kata 'sah' disesuaikan dengan konteks kalimat.,Contoh: penggunaan kata 'batal' disesuaikan dengan konteks kalimat.,Hubungan pertentangan makna relatif langsung.
